ratio,flux_over_flux0,equilibrium_flux_rad,g1_over_Ic,g2_over_Ic,g3_over_Ic,g3_over_g1,status
0.01,0.46,2.8825814881040626,0.3236658028419193,,-0.004561746399664036,-0.014094001774701003,STABLE
0.01,0.47000000000000003,2.9473050634408464,0.3235208574635434,,-0.004537518898551927,-0.01402542925401107,STABLE
0.01,0.48000000000000004,3.0120536352582445,0.3234168397482304,,-0.0045201317770849425,-0.013976179411695816,STABLE
0.01,0.49,3.0768189477558257,0.3233542343349912,,-0.004509666684890906,-0.013946521201942709,STABLE
0.01,0.5,3.141592653589793,0.3233333333333333,,-0.004506172839506172,-0.013936617029400534,STABLE
0.015,0.2,1.2144624812349334,0.3385330060444956,,-0.007044331366596397,-0.020808403437242735,STABLE
0.015,0.21000000000000002,1.276403404387385,0.33765137292362485,,-0.006897600854385299,-0.020428173576375486,STABLE
0.015,0.22,1.3385078170147686,0.33675089627716764,,-0.006747694752541527,-0.02003764452340979,STABLE
0.015,0.23,1.4007798161305185,0.33583488422484514,,-0.006595161459800624,-0.019638107205638265,STABLE
0.015,0.24000000000000002,1.463222934942884,0.33490675412247417,,-0.006440568123810897,-0.019230929339381447,STABLE
0.015,0.25,1.5258401104575994,0.3339700230908216,,-0.006284499112027063,-0.018817554503441233,STABLE
0.015,0.26,1.588633651639903,0.3330282974705391,,-0.006127554296174477,-0.018399500410971964,STABLE
0.015,0.27,1.651605208496295,0.33208526116042547,,-0.005970347142087012,-0.01797835628484224,STABLE
0.015,0.28,1.7147557424757005,0.3311446628074557,,-0.00581350259864707,-0.017555779245722995,STABLE
0.015,0.29000000000000004,1.7780854986267907,0.33021030183056627,,-0.005657654781904394,-0.01713348962930716,STABLE
0.015,0.30000000000000004,1.8415939799815702,0.3292860132761611,,-0.0055034444532326005,-0.016713265159601684,STABLE
0.015,0.31,1.9052799246634244,0.3283756515216713,,-0.0053515162935967135,-0.01629693391942471,STABLE
0.015,0.32,1.969141286238991,0.3274830728641741,,-0.005202515979634925,-0.015886366077286395,STABLE
0.015,0.33,2.0331752178470173,0.32661211705381904,,-0.0050570870712652255,-0.015483464351789253,STABLE
0.015,0.34,2.0973780606368018,0.3257665878563883,,-0.004915867724870906,-0.015090153220495495,STABLE
0.015,0.35,2.1617453370456174,0.3249502327551278,,-0.004779487250691442,-0.014708366909504916,STABLE
0.015,0.36,2.226271749414532,0.32416672192875784,,-0.004648562537801655,-0.014340036232415214,STABLE
0.015,0.37,2.2909511844167425,0.32341962666924273,,-0.004523694374811163,-0.013987074381968443,STABLE
0.015,0.38,2.3557767237041127,0.32271239742924024,,-0.004405463699119789,-0.013651361813844652,STABLE
0.015,0.39,2.420740661131759,0.3220483417135421,,-0.004294427811931847,-0.013334730398182539,STABLE
0.015,0.4,2.4858345268198567,0.3214306020512051,,-0.004191116600255396,-0.013038947049564792,STABLE
0.015,0.41000000000000003,2.5510491182283315,0.32086213430371063,,-0.004096028810477585,-0.012765697078485762,STABLE
0.015,0.42000000000000004,2.61637453830256,0.3203456865790083,,-0.0040096284207481216,-0.012516567535424607,STABLE
0.015,0.43000000000000005,2.6818002406344075,0.3198837790304538,,-0.003932341161096182,-0.012293030840809883,STABLE
0.015,0.44,2.7473150814498077,0.3194786848229229,,-0.0038645512308576363,-0.012096429009026492,STABLE
0.015,0.45,2.812907378106898,0.31913241254498426,,-0.0038065982624572448,-0.011927958780810691,STABLE
0.015,0.46,2.8785649736512204,0.31884669033570984,,-0.003758774578831172,-0.011788657975008627,STABLE
0.015,0.47000000000000003,2.9442753068482337,0.3186229519772248,,-0.0037213227887393243,-0.011679393357090374,STABLE
0.015,0.48000000000000004,3.010025486989419,0.3184623251796751,,-0.003694433759943435,-0.011600850297940427,STABLE
